,,P,lemma,v2 Scene Role,v2 Prep Function,
ewtb.r.211797.14:10,@ablodgett,of,,Possessor,,"Somehow , since she supposedly does n't know any names |of| designers / dresses , after I told her the designer and dress name of the one I was comparing , she knew "" exactly which dress "" I was referring to and disagreed with my observation ; she said that the bodice did come as low as the one I had on ."
ewtb.r.211797.14:24,@ablodgett,of,,Possessor,,"Somehow , since she supposedly does n't know any names of designers / dresses , after I told her the designer and dress name |of| the one I was comparing , she knew "" exactly which dress "" I was referring to and disagreed with my observation ; she said that the bodice did come as low as the one I had on ."
ewtb.r.211797.2:14,@ablodgett,of,,Superset,,At my appointment the girl helping me was unable to adequately lace up some |of| the dresses .
ewtb.r.215460.2:20,@ablodgett,of,,Whole,,"Hopless service , at the time of booking my car a lot was promised but delivered not even one tenth |of| what was promised ."
ewtb.r.215460.2:6,@ablodgett,of,,Possessor,,"Hopless service , at the time |of| booking my car a lot was promised but delivered not even one tenth of what was promised ."
ewtb.r.216456.10:2,@ablodgett,of,,Superset,,"In one |of| the emails I attached the letter from the Vet 's that expressed their sympathy , this hotel did nothing ."
ewtb.r.216456.2:5,@ablodgett,of,,Location,,We live within 20 miles |of| the hotel and wanted to get away from our responsibilities for the night .
ewtb.r.225632.6:21,@ablodgett,of,,Superset,,"For those who care , a good proportion of the my class went on to 4 - year colleges , many |of| them ranked in the top 50 of US News ."
ewtb.r.225632.6:28,@ablodgett,of,,Superset,,"For those who care , a good proportion of the my class went on to 4 - year colleges , many of them ranked in the top 50 |of| US News ."
ewtb.r.225632.6:8,@ablodgett,of,,Quantity,,"For those who care , a good proportion |of| the my class went on to 4 - year colleges , many of them ranked in the top 50 of US News ."
ewtb.r.225861.2:13,@ablodgett,of,,Whole,,My daughter and I stayed here again from the 7th to the 14th |of| December .
ewtb.r.228731.1:46,@ablodgett,of,,Instance,,"prepared the road test with a driving ... prepared the road test with a driving school in edmonton , but my instructor only trained me in a narrow street , hence I took one 90 minute lesson from the Noble driving school to learn the skill |of| changing lane , and found them very friendly and professional ."
ewtb.r.229142.3:5,@ablodgett,of,,Superset,,They came through on all |of| their promises and we had a very successful day .
ewtb.r.229410.3:31,@ablodgett,of,,Attribute,,"He was referred to me by a friend , who did n't have the best experience with Ted , but said that Ted was able to make up for his lack |of| preparedness at the end ."
ewtb.r.230176.2:5,@ablodgett,of,,Quantity,,Kusal Goonewardena and his team |of| Physios are unbelievable !
ewtb.r.232157.2:15,@ablodgett,of,,Superset,,"I had my wedding luncheon at this BJ s restaurant , and it was one |of| the best choices that I made ."
ewtb.r.232157.3:22,@ablodgett,of,,Species,,"It was a great deal -- we paid a certain amount per person , and my husband and I chose 4 types |of| pizza and the servers brought out as much as we wanted ."
ewtb.r.235423.11:8,@ablodgett,of,,Superset,,We had to throw out about 80 percent |of| our meals because the food tasted so horrible .
ewtb.r.235576.6:7,@ablodgett,of,,Quantity,,I highly recommend picking up a jug |of| their homemade bloody mary mix - definitely the best .
ewtb.r.251755.4:13,@ablodgett,of,,Topic,,"She is always so busy , too , which is a good indication |of| her talent ."
ewtb.r.254908.3:20,@ablodgett,of,,Quantity,,"After they showed up there was a little trouble to get my car unlocked , it took quite a bit |of| time but the job was well done ."
ewtb.r.256677.4:7,@ablodgett,of,,Whole,,I know now where to get all |of| my wine and beer .
ewtb.r.262441.1:37,@ablodgett,of,,Quantity,,"I phoned this company for advice on our office refurb and although we did not use them in the end ( as our building contractor carried out the electrical work ) , they provided me with plenty |of| useful information over an hour phone call and subsequently we are now using PJC as our electrical maintenance contractor ."
ewtb.r.263630.3:10,@ablodgett,of,,Whole,,My boyfriend and I were woken up in the middle |of| the night at our campsite by drunken kids who 'd arrived around 1:00 am and were drinking at the springs .
ewtb.r.263630.6:27,@ablodgett,of,,Whole,,"Not only that , but he told us , via his manager , that it was our responsibility to get up a second time in the middle |of| the night and call the night staff if the problem continued , even though his manager did nothing the first time to stop the kids ."
ewtb.r.263870.4:24,@ablodgett,of,,Superset,,"With a Pizza Hut , IHOP , 3 Starbucks , Chili s , Panera , and Chipotle on campus ALONE , VCU has some |of| the best eating options for students ."
ewtb.r.269560.3:8,@ablodgett,of,,Species,,It was very upsetting to see this kind |of| behavior especially in front of my four year old .
ewtb.r.269560.6:15,@ablodgett,of,,Quantity,,"I think he did it on purpose because of my simple request for another slice |of| grandma that was n't so well - done ( actually , burnt ) ."
ewtb.r.270502.7:6,@ablodgett,of,,Superset,,I highly recommend them to all |of| my friends !!!! !
ewtb.r.272836.3:11,@ablodgett,of,,Possessor,,The white pages allowed me to get in touch with parents |of| my high school friends so that I could track people down one by one and the restaurant section is basically my cookbook .
ewtb.r.278775.9:26,@ablodgett,of,,Possessor,,"We are absolutely confident that Stuart 's ethical and focused strategies will see these trends continue to grow , and our business will reap the rewards |of| this program ."
ewtb.r.280170.2:16,@ablodgett,of,,Superset,,I used to tan down the street before I was referred to this place by one |of| my friends .
ewtb.r.280663.8:15,@ablodgett,of,,Topic,,"They may look young but do n't let that fool you , as their knowledge |of| music far surpassed what we expected ."
ewtb.r.280844.3:15,@ablodgett,of,,Instance,,He was willing to talk to me about my specific issues and develop a plan |of| action .
ewtb.r.288100.4:22,@ablodgett,of,,Attribute,,"It took them nearly two months to complete a simple task , and countless calls from my part due to their lack |of| response and passion ( not that it 's a requirement for the job , but it helps to at least pretend to be helpful ) ."
ewtb.r.290594.13:9,@ablodgett,of,,Superset,,"My dogs are far from perfect , and one |of| them I believe would be a little much for daycare here herself ( at least initially ) ."
ewtb.r.290594.14:8,@ablodgett,of,,Theme,,"Be a little more reasonable with your expectations |of| a place like this ; and maybe do n't jump to personal attacks suggesting that they do n't want to work hard , just because you bruised your own ego ."
ewtb.r.290594.6:28,@ablodgett,of,,Topic,,"But I 've done hundreds of dog introductions myself ( another place , I do n't work here ) , and owners can have unrealistic expectations and views |of| what they see when their dogs meet other dogs ."
ewtb.r.290594.6:5,@ablodgett,of,,Superset,,"But I 've done hundreds |of| dog introductions myself ( another place , I do n't work here ) , and owners can have unrealistic expectations and views of what they see when their dogs meet other dogs ."
ewtb.r.290594.8:14,@ablodgett,of,,Quantity,,"It sounds ( according to your own statement ) that they had a roomful |of| dogs , so they must be doing something right - and are keeping those dogs safe from potential problems ."
ewtb.r.290594.9:35,@ablodgett,of,,Possessor,,"You say you work a lot , and that you have a young dog ; so I have little doubt that your dog is just filled with energy to burn ; and it is good |of| you to look for a place to take him ."
ewtb.r.291046.5:5,@ablodgett,of,,Topic,,I have many fond memories |of| my college evenings there long ago .
ewtb.r.292841.3:3,@ablodgett,of,,Quantity,,"A large group |of| my friends and I rent almost the whole motel every year for a weekend , and the experience and stay have always been five - star ."
ewtb.r.292997.4:14,@ablodgett,of,,Quantity,,"I highly recommend the four - course tasting menu , which gives you plenty |of| range and food to satisfy your appetite ."
ewtb.r.292997.5:12,@ablodgett,of,,Attribute,,"Also , if you are into wine , Alto has the depth |of| both region , varietal , and vintage to satisfy nearly any sommelier ( or after 9 pm , bring your own bottle for free ... no corking fee ! ) ."
ewtb.r.294081.12:4,@ablodgett,OF,,Time,,"I WAS ALSO THERE |OF| JULY 4TH 2008 , WHEN MY DAUGHTER S BUFFALO WINGS CAME OUT WITH A FLY ON IT ."
ewtb.r.294081.14:10,@ablodgett,OF,,Possessor,,IN MY OPINION SHOULD OF JUST TOOK OFF THE PRICE |OF| THE WINGS FROM THE BILL .
ewtb.r.307170.3:7,@ablodgett,of,,Superset,,I use their limo services for all |of| my airport car services and airport transportation needs
ewtb.r.308297.2:3,@ablodgett,of,,Superset,,This is one |of| my favorite places to eat for lunch .
ewtb.r.308387.3:25,@ablodgett,OF,,Possessor,,"PLEASE DO N'T USE THIS MOVING COMPANY IF YOU DO N'T WANT TO : CRY , HAVE TROUBLE AND A BAD EXPERIENCE ON THE DAY |OF| YOUR MOVE ."
ewtb.r.308387.4:14,@ablodgett,OF,,Possessor,,"THEY WILL GIVE YOU A LOW PRICE OVER THE PHONE AND ON THE DAY |OF| YOUR MOVE THEY WILL CHANGE THE PRICE , I GUARANTEE IT ."
ewtb.r.311138.2:2,@ablodgett,of,,Quantity,,"A lack |of| organisation , coupled with the distain for its customers , makes this the worst rental agency I have used ."
ewtb.r.313714.6:2,@ablodgett,of,,Superset,,And worst |of| all your child feels like a number not a patient .
ewtb.r.314880.3:10,@ablodgett,of,,Superset,,I get that careless teenager kind of treatment from some |of| their staff ... perhaps they should hire more serious adults to help serve / cook .
ewtb.r.314880.3:6,@ablodgett,of,,Species,,I get that careless teenager kind |of| treatment from some of their staff ... perhaps they should hire more serious adults to help serve / cook .
ewtb.r.317846.4:1,@ablodgett,of,,?Superset,,"Best |of| all , the staff is quick on their feet and even with long lines , usually serve you in 5 minutes or less ."
ewtb.r.319816.29:16,@ablodgett,of,,Possessor,,I will never return there again ( and now have some serious doubts about the quality |of| work they actually performed on my car ) .
ewtb.r.323449.6:11,@ablodgett,of,,Possessor,,"I was not impressed , and quite frustrated at their lack |of| rating for their courses ."
ewtb.r.331662.2:6,@ablodgett,of,,Possessor,,Hot Iron has become a favorite |of| our family .
ewtb.r.331662.5:22,@ablodgett,of,,Whole,,"They always ask if you have meat in your dish , ( for vegetarians like me ) , they scrub an area |of| the grill and use separate utensils to cook ."
ewtb.r.331662.6:20,@ablodgett,of,,Whole,,"They do n't just dump your ingredients on and cook either , but carefully separate meat to the hotter parts |of| the grill and still manage to keep the veggies from turning to mush ."
ewtb.r.332476.4:23,@ablodgett,of,,Topic,,"She was way easy to work with and made my wedding day so easy and she got some amazing pictures , not only |of| me , but of my family and friends ."
ewtb.r.332476.4:27,@ablodgett,of,,Topic,,"She was way easy to work with and made my wedding day so easy and she got some amazing pictures , not only of me , but |of| my family and friends ."
ewtb.r.332785.4:15,@ablodgett,of,,Superset,,"I was ready to buy a new jacket , a new sweater and a couple |of| your overpriced belts and I walked out because of your obvious lurking"
ewtb.r.333243.10:29,@ablodgett,of,,Whole,,"Last year , after all was said and done , I asked Rod whether my payment structure would leave me with no / little tax liability at the end |of| the year ."
ewtb.r.333243.14:3,@ablodgett,of,,Possessor,,"In the words |of| my new accountant , THEY LET ME DOWN !"
ewtb.r.335225.2:12,@ablodgett,of,,Quantity,,"After my trees were cleaned up , they gave me a jar |of| salsa ."
ewtb.r.339176.6:16,@ablodgett,of,,Superset,,The owner is a pleasant guy and I would trust my car with him or any |of| his workers .
