sent ID,token,v1,v2 Scene Role,v2 Prep Function,gov,note,
ewtb.r.043020.9:13,is,`a,,,,,"I just called again and was told that workmanship , not wood , |is| guaranteed for a year - well in my opinion - the wood split due to a nail which is part of workmanship !"
ewtb.r.045753.1:6,is,`a,,,,,Compare to last decade this University |is| gaining more prestige in International level
ewtb.r.053248.2:26,is,`a,,,,,"The worst thing that can happen for any restaurant like Zahav is to have too many people write hyperbolic reviews making claims that "" everyone "" |is| going to "" love "" the food , decor and service ."
ewtb.r.055976.5:11,is,`a,,,,,I sincerely wonder if the doctor has a clue about what |is| going on within his practice .
ewtb.r.069995.4:4,is,`a,,,,,"Anyway , once that |is| fixed , this place will be amazing ."
ewtb.r.071650.1:11,is,`a,,,,,I would NEVER recommend this gym to anyone and unfortunately this |is| based solely on the owner 's own unprofessionalism .
ewtb.r.080178.4:12,is,`a,,,,,Tires were the right price and now the car feels like it |is| riding on rails around turns .
ewtb.r.080178.6:16,is,`a,,,,,They know their job and you do not have to watch them to be sure everything |is| done right .
ewtb.r.081796.6:18,is,`a,,,,,"In addition , the clothing is of much better quality than the clothing from hot topic , which |is| made as cheaply as possible by people living in horrible conditions in Asia ."
ewtb.r.081934.3:10,is,`a,,,,,I work with him and since past 6 years he |is| hosting his websites to Liquidweb .
ewtb.r.081934.4:13,is,`a,,,,,"As I have gone through many reviews sites to see if any provider |is| providing better services or not , and I have realized that there were many good reviews about Liquidweb also Steven never faced any server issues in his whole hosting ."
ewtb.r.085424.4:2,is,`a,,,,,"The program |is| well established and we have been extremely satisfied with the teachers , the programs and the director ."
ewtb.r.088954.1:19,is,`a,,,,,A thoroughly comprehensive service ; excellent communication and best of they are transparent with their fee ( ie nothing |is| simply implied or assumed ) .
ewtb.r.090390.2:10,is,`a,,,,,this is not where the Blue Water Bridge Duty Free |is| located .
ewtb.r.101972.7:4,is,`a,,,,,"This sign in policy |is| posted by the restaurant "" no reservation , sign your name here "" ."
ewtb.r.120335.7:9,is,`a,,,,,"On the other hand , the Richmond Ukrops chain |is| known for its charity work , its community action , and its interest in the public welfare ."
ewtb.r.124163.6:15,is,`a,,,,,He is always prepared to go the extra mile to ensure that any patient discomfort |is| dealt with immediately -
ewtb.r.148971.12:23,is,`a,,,,,"So , therefore , now he says i am inoperable ( even though i am not 100 % inoperable ) , and he |is| letting me die ."
ewtb.r.148971.14:19,is,`a,,,,,"I , along with my friends , consider this doctor to be the cause of my death as he |is| not even trying to save my life by operating ."
ewtb.r.148971.17:26,is,`a,,,,,"If you want a doctor who will lie to you and say he will operate and then change his mind , and not know what he |is| talking about when he recommends procedures at other hospitals and says they are what you need , when they will not work for you , go to this doctor ... he is the one for you ."
ewtb.r.148971.9:4,is,`a,,,,,A Health Care Proxy |is| not written in stone and can be changed .
ewtb.r.160073.11:1,is,`a,,,,,Everything |is| always cooked fresh and tastes fresh .
ewtb.r.187266.7:5,is,`a,,,,,This chef knows what he |is| doing .
ewtb.r.194153.1:7,is,`a,,,,,"Barb does an AMAZING JOB , she |is| always learning new things on how to use her hands and body , to give every person an AWESOME MASSAGE , CALL TODAY AND SCHEDULE YOU MUST SEE HER , YOU WILL FALL IN LOVE SHE IS THE BEST OF THE BEST !"
ewtb.r.217542.2:78,IS,`a,,,,,"I FUCKING HATE THIS PLACE EVERY TIME i GO THIS HOT CHICK SHOWS UP AND i MEAN REALLY HOT BUT SHE IS LIKE REAAAALLY DUMB AND THEN THEIR IS THIS OTHER CHICK THAT IS REALY UGLY BUT SHE IS LIKE SUPER SMART SHE COULD BE A SCIENTIST , BUT THEN THEIR IS THIS STONER WHO ALWAYS COMES HERE HIGH AND HE ALWAYS BRINGS HIS FUCKING DOG WHO IS SO HIGH FROM THE SECOND HAND SMOKE I THINK HE |IS| TRYING TO TALK ."
ewtb.r.220214.6:20,is,`a,,,,,The doctor did tell me that my male pattern baldness is due to my mother s father because the gene |is| exclusively passed on through maternal line but that 's a common misconception ( http://www.consumerreports.org/health/healthy-living/beauty-personal-care/hair-loss-10-08/hair-loss.htm ) .
ewtb.r.229480.6:5,is,`a,,,,,"I would encourage anyone who |is| thinking of back surgery , to talk about different treatment options first with Dr. de Barros ."
ewtb.r.229480.7:5,is,`a,,,,,He really knows what he |is| talking about and will approach the different options fairly .
ewtb.r.260640.7:26,IS,`a,,,,,"Whether they pay me or not , if their parents get into an accident , stuck in traffic , etc. THE LAST THING I WOULD DO |IS| LET A CHILD GET RAPED BECAUSE I WAS N'T PAID ."
ewtb.r.262422.4:2,is,`a,,,,,The shop |is| located just off the river road .
ewtb.r.263870.10:4,is,`a,,,,,"The U of R |is| also recommended , too !"
ewtb.r.266591.3:2,is,`a,,,,,The food |is| cooked fast by the two chefs on duty .
ewtb.r.268952.4:16,is,`a,,,,,I would recommend Bayside Chiropractic to anyone who is in need of a regular adjustment or |is| suffering from a chronic condition .
ewtb.r.269560.2:41,is,`a,,,,,"He preceded to grab the slice off the countertop and throw it into the trash while yelling at me saying , "" you do not order what you do not know about "" and "" you do n't know how pizza |is| made "" ."
ewtb.r.278775.8:37,is,`a,,,,,"Well we have been working with Ulistic for 1.5 months , and have 100 people following our site on Facebook , and our web site , www.designofashion.com has seen a 3 fold increase in traffic , which |is| significantly beating our expectations - SEO is a process that takes time and to get results this quickly is exceptional ."
ewtb.r.280844.4:2,is,`a,,,,,"The office |is| shared with a foot doctor and it 's very sterile and medical feeling , which I liked ."
ewtb.r.290594.12:2,is,`a,,,,,No business |is| going to push customers away without good reason ; so is n't it reasonable to think they might know what they 're doing ?
ewtb.r.291046.4:7,is,`a,,,,,"According to news accounts , the company |is| struggling ."
ewtb.r.292841.6:2,is,`a,,,,,"The motel |is| very well maintained , and the managers are so accomodating , it 's kind of like visiting family each year ! ;-)"
ewtb.r.309258.2:38,is,`a,,,,,"I used to take my cars there all the time , but management changes hands too frequently , the service has been slow , and they often try to "" add on "" extra services , which sometimes |is| not needed ."
ewtb.r.325292.5:10,is,`a,,,,,I will be happy if they can serve when food |is| piping hot .
ewtb.r.342807.3:8,is,`a,,,,,"So huge in fact , that Toronto slang |is| influenced by and has Jamaican references , and Jamaican beef patties are staples in my high school cafeteria ."
ewtb.r.342807.4:21,is,`a,,,,,"Anyway , I was practically raised on this stuff , and being a connoisseur of West Indian cuisine , Jamaica Way |is| a bit toned down to suit the American palette ."
ewtb.r.342807.5:12,is,`a,,,,,"All you have to do to make it authentic Jamaican food , |is| add a whole lot of pepper ."
ewtb.r.345182.15:11,IS,`a,,,,,With a smirk on her face she told me NO MONEY |IS| BEING RETURNED and THAT IS THE WAY IT WAS .
ewtb.r.345455.2:2,is,`a,,,,,My daughter |is| starting ballet this year for the first time .
ewtb.r.348369.2:5,is,`a,,,,,Yes my G 1 screen |is| back working .
ewtb.r.351727.4:10,is,`a,,,,,Do n't even get me started on how expensive it |is| to drink there .
ewtb.r.365154.7:12,is,`a,,,,,"The next time you feel like being condescending to someone , it |is| not going to be me !!!!!!"
ewtb.r.308088.2:36,OF,`a,,,,,"I was looking to bring a customer to their lot to buy a car but the Internet salesperson Last name is Balazick sent me this email "" AND IF IT WAS WORTH MY TIME I WOULD |OF| BOTHERED ASWERING YOUR QUESTIONS ."
ewtb.r.018548.6:16,r,`a,,,,,"that cuts down on teh wait time , cus u can do other stuff while u |r| waiting ."
ewtb.r.043020.10:10,r,`a,,,,,"She even went so far as to say "" You |r| calling about one board ? """
ewtb.r.223912.1:12,r,`a,,,,,"The staff do occasionally get game info correct , but if you |r| looking fot a good game and are n't a nerd , do nt ask them ."
ewtb.r.247226.5:5,r,`a,,,,,Going back after graduating you |r| told you get a discount on services nope you do nt .
ewtb.r.207629.6:9,re,`a,,,,,I personally have had wonderful service and if you |re| truely looking for a FAMILY practice ... Warner Family is the place for you .
ewtb.r.183172.4:22,s,`a,,,,,"I also had a pedicure , and they cut my nails too short , one of my big toes looks like it |s| getting infected ."
ewtb.r.267793.5:4,s,`a,,,,,He knows what he |s| doing .
ewtb.r.360698.1:1,s,`a,,,,,It |s| been a few years since I have been to Ipanema .
ewtb.r.338429.5:6,use to,`a,,,,,It was a black female that |use| |to| work in the office .
ewtb.r.010450.6:1,used to,`a,,,,,"It |used| |to| be fabulous , why did you guys change it ??"
ewtb.r.164580.2:1,used to,`a,,,,,"I |used| |to| eat at places like New China or Green Buffet in Troy , MO - nothing terrible but not that great ."
ewtb.r.280170.2:1,used to,`a,,,,,I |used| |to| tan down the street before I was referred to this place by one of my friends .
ewtb.r.309258.2:1,used to,`a,,,,,"I |used| |to| take my cars there all the time , but management changes hands too frequently , the service has been slow , and they often try to "" add on "" extra services , which sometimes is not needed ."
ewtb.r.310032.3:1,used to,`a,,,,,I |used| |to| LOVE this place .
ewtb.r.313825.3:1,used to,`a,,,,,I |used| |to| live at Meadowrun and that was a nightmare .
ewtb.r.317846.2:1,used to,`a,,,,,I |used| |to| go here almost every day since I work in the neighbourhood and loved their turkey and meatball sandwiches .
ewtb.r.361545.7:16,used to,`a,,,,,"Whereas my answer to the question "" Where do you get your laundry done ? "" |used| |to| be , "" At the checkout line at WalMart , "" I can honestly say the answer now is , "" At The Laundry Tub . """
ewtb.r.107608.2:1,v,`a,,,,,I |v| just had my bmw z3 rear window replaced by the guys at kelvin trimmers .
ewtb.r.104703.2:4,ve,`a,,,,,Best pedi mani I |ve| ever had .
ewtb.r.200566.3:6,VE,`a,,,,,THIS IS THE WORST SCHOOL I |VE| BEEN TO !!!!!!
ewtb.r.202709.2:12,ve,`a,,,,,"All I can say is that Elmira you are the best I |ve| experienced , never before has the seamstress done a perfect job until i met you ."
ewtb.r.285133.1:30,ve,`a,,,,,Hair By Nivine in eastgardens fixed my hair after i had my hair cut and colored at another salon i felt more confident and the girls are fantastic and i |ve| been going there now for 2 years always happy and they care about my hair had my hair done for my wedding it looked fabolous !
ewtb.r.332972.1:9,ve,`a,,,,,The best pizza ever i m fat so i |ve| had a ton of pizza other than pizza from chicago it s the best
ewtb.r.004940.2:12,was,`a,,,,,We were looking for a company with decent rates as our company |was| just getting started .
ewtb.r.005760.3:2,was,`a,,,,,Their Thali |was| not brought out as described ( no saag ) .
ewtb.r.010820.7:1,was,`a,,,,,I |was| moving out from 2 bdr apartment and it took for 3 strong guys 6 hours to load a track ( from 2 pm - 8 pm ) .
